applicant_id,race,gender,income,credit_score,debt_to_income,employment_length,loan_amount,zip_code,approved
7022,Hispanic,Male,119327,625,0.253,0.6,247000,94946,0
7821,White,Female,29177,740,0.455,6.6,59000,90635,0
5252,Asian,Male,83110,681,0.562,0.6,172000,94868,1
8670,Hispanic,Female,20000,661,0.461,0.6,38000,92780,0
1309,White,Female,81059,705,0.347,4.9,122000,90067,1
41,White,Female,30317,724,0.263,2.4,68000,90947,0
3976,Asian,Male,89328,736,0.584,3.6,271000,94500,0
3657,White,Male,20000,615,0.599,8.1,36000,90735,0
7745,White,Male,100682,725,0.35,0.5,262000,94094,1
3433,Hispanic,Male,44634,660,0.319,19.3,60000,92869,0
6334,White,Female,20000,687,0.585,1.2,42000,94064,0
2716,White,Male,85606,744,0.21,3.2,182000,94371,1
2655,Hispanic,Male,41161,680,0.428,4.6,82000,94159,0
5108,White,Male,72897,690,0.374,8.6,205000,90912,0
5379,Hispanic,Female,25087,657,0.424,0.2,55000,92855,0
6002,White,Male,49768,748,0.502,5.8,124000,90728,1
9529,Asian,Female,26667,718,0.562,10.8,79000,93607,0
449,White,Male,50001,757,0.447,1.4,100000,90354,0
2572,Asian,Female,95765,744,0.444,1.4,171000,94927,0
1084,Hispanic,Female,50993,707,0.304,1.0,140000,94682,0
1068,White,Male,30027,687,0.373,9.4,74000,90539,1
6698,White,Male,37222,635,0.273,0.4,79000,90401,0
8977,White,Female,32880,674,0.471,10.8,74000,90767,0
360,White,Female,20789,617,0.363,2.9,50000,94827,0
9151,White,Female,65663,641,0.211,5.1,175000,90293,0
5965,White,Female,125213,774,0.492,14.4,436000,90970,1
1550,Black,Female,71656,635,0.321,0.0,129000,91597,0
9167,Hispanic,Male,74862,612,0.42,8.4,109000,94344,0
5614,White,Male,66470,744,0.43,20.0,115000,90295,1
5104,White,Female,41012,728,0.32,0.2,129000,90939,0
6165,White,Male,26973,657,0.279,2.6,69000,90108,0
7919,White,Male,24832,700,0.355,4.9,46000,94436,0
259,White,Female,60920,685,0.43,1.2,186000,90494,0
5192,Black,Male,57267,747,0.515,0.0,159000,94496,1
7286,White,Male,23972,748,0.394,16.7,75000,94038,0
4805,Hispanic,Male,101949,590,0.451,5.3,179000,92517,0
6038,Hispanic,Female,57069,655,0.327,1.6,112000,94388,0
1935,Black,Male,44886,702,0.398,1.6,99000,91856,0
7941,White,Female,25159,619,0.438,0.4,57000,90683,0
2997,White,Female,22193,732,0.14,4.0,62000,94229,0
2712,White,Male,109732,735,0.368,13.0,219000,90036,1
3412,White,Male,111571,837,0.562,4.2,429000,94863,1
7654,Hispanic,Female,38608,630,0.534,10.9,65000,94596,0
7264,White,Male,137584,712,0.393,11.5,320000,90267,1
8255,White,Female,46089,702,0.222,0.9,109000,90513,0
5140,Asian,Female,40400,728,0.316,3.7,121000,94527,0
7289,Asian,Female,42748,707,0.255,0.1,77000,94240,0
2860,White,Male,33305,642,0.279,13.0,53000,90297,0
8686,White,Male,39454,690,0.3,6.1,121000,90478,1
9877,White,Male,59828,660,0.301,0.6,148000,94410,0
1974,White,Female,22359,628,0.279,19.8,37000,90405,0
511,Black,Male,61225,692,0.414,12.5,184000,91009,1
1067,White,Male,52937,732,0.436,1.3,92000,94628,1
7805,White,Female,31628,669,0.275,1.9,71000,90729,0
4630,White,Male,55275,703,0.293,9.6,155000,90924,1
4818,Hispanic,Male,54253,699,0.204,1.1,87000,94202,0
3868,Black,Male,28848,690,0.531,3.9,62000,91255,0
48,White,Male,76558,650,0.17,1.5,194000,90777,0
8665,White,Male,39516,656,0.33,11.0,69000,90536,0
213,Black,Male,24248,700,0.382,0.5,71000,91643,0
1680,Black,Male,58290,567,0.45,0.0,81000,91760,0
2517,White,Male,27455,642,0.211,5.5,61000,90721,1
1059,White,Male,166183,711,0.336,0.8,488000,90355,1
7765,Black,Male,20000,670,0.526,1.9,44000,91052,1
9423,White,Female,20000,722,0.222,13.9,42000,94309,0
8704,White,Female,61904,727,0.462,3.1,107000,94953,0
5279,Asian,Male,164446,781,0.522,2.4,440000,93909,1
968,White,Female,25202,623,0.378,3.6,49000,94158,0
4753,Black,Female,79383,753,0.445,5.3,187000,91943,1
413,Asian,Male,64117,727,0.32,15.3,167000,93896,1
7811,White,Female,52778,663,0.448,1.8,87000,94118,0
8247,White,Male,55493,621,0.318,2.9,108000,90598,0
8899,White,Male,29963,752,0.355,4.5,79000,90909,0
1542,White,Male,57170,712,0.44,4.9,95000,90154,1
7986,Hispanic,Male,63903,739,0.383,2.0,190000,92281,1
7373,White,Male,64197,771,0.31,15.4,177000,94551,1
3647,White,Female,53140,716,0.231,7.4,145000,90261,0
8520,Hispanic,Male,57751,760,0.36,1.1,141000,92251,0
2277,Black,Female,28288,657,0.494,2.1,66000,94992,0
6166,White,Female,46828,590,0.333,2.3,67000,90585,0
4424,Black,Male,31191,641,0.556,0.0,59000,91074,0
8939,White,Male,20000,619,0.392,1.7,38000,94142,0
978,White,Female,42722,652,0.206,6.2,85000,90078,0
3874,Hispanic,Female,42106,607,0.328,1.8,89000,92607,0
4325,Hispanic,Female,20000,553,0.363,2.9,20000,94055,0
8202,White,Female,58062,800,0.492,6.7,169000,90422,1
4117,Asian,Male,45177,671,0.286,8.9,102000,93924,1
4427,White,Female,20000,711,0.302,13.8,47000,90800,0
3213,White,Male,58318,743,0.547,11.7,170000,90577,1
8760,White,Female,67568,731,0.482,3.4,197000,90849,1
6581,Hispanic,Female,26080,571,0.53,0.5,36000,92067,0
2416,Asian,Male,60422,756,0.151,0.2,189000,94073,1
4339,White,Male,20000,634,0.165,4.9,37000,90339,0
1342,White,Male,36919,793,0.135,0.9,129000,90649,1
1065,White,Male,66963,809,0.384,4.6,148000,94730,1
3090,White,Male,93135,754,0.241,0.4,253000,90219,1
1193,White,Male,39408,670,0.439,1.0,77000,94458,0
1946,White,Female,38190,803,0.487,1.1,128000,90856,1
2257,White,Male,42653,672,0.444,3.6,106000,90855,0
9538,Hispanic,Female,20000,753,0.533,0.0,58000,94826,0
2863,Asian,Female,21295,736,0.284,0.1,40000,94576,0
988,White,Male,42022,739,0.46,5.5,82000,90132,1
7000,Black,Male,43049,679,0.516,2.3,89000,94067,1
3159,Hispanic,Female,22399,564,0.485,6.5,29000,94478,0
9645,White,Female,67897,688,0.57,5.4,123000,90123,0
2692,White,Female,36228,629,0.282,9.1,58000,90616,0
4866,Black,Male,100538,672,0.383,3.5,185000,94468,1
7125,White,Male,79936,786,0.166,1.4,228000,90674,1
6424,White,Female,32953,761,0.379,35.6,107000,90052,0
1279,White,Female,29301,687,0.249,4.6,75000,94214,0
5524,White,Female,56784,651,0.207,0.6,163000,90363,0
4703,Black,Female,48585,642,0.545,5.4,114000,91415,0
8636,Hispanic,Female,71243,678,0.473,15.8,94000,92615,0
5439,White,Female,21911,582,0.224,10.1,28000,90931,0
5381,White,Female,36198,710,0.38,2.1,81000,94928,0
2020,Black,Male,46618,685,0.489,0.0,94000,91770,0
8508,White,Female,29149,662,0.225,3.4,47000,90162,0
3966,Hispanic,Female,57840,747,0.401,2.4,112000,94854,0
9630,White,Female,30250,712,0.361,3.6,92000,90958,0
1544,White,Male,58756,729,0.274,0.4,113000,90923,1
1837,White,Female,20000,701,0.496,3.8,41000,90876,0
7119,Black,Female,58849,700,0.349,11.1,127000,94739,0
9892,White,Male,41442,715,0.472,0.8,109000,90571,0
8500,White,Male,40201,687,0.247,18.3,72000,90598,1
5402,Asian,Male,68585,752,0.295,21.4,105000,93172,1
2643,Hispanic,Female,26652,660,0.457,1.9,40000,94915,0
7245,White,Male,49612,746,0.395,4.4,121000,90488,0
4477,White,Female,38243,688,0.366,4.2,88000,90901,0
5767,White,Female,56407,616,0.324,5.0,117000,94325,0
6144,Hispanic,Female,62160,715,0.428,2.3,174000,92717,1
121,Hispanic,Male,59089,589,0.264,0.8,86000,94043,0
6809,White,Female,28095,666,0.306,5.3,68000,94941,0
5832,White,Male,37219,723,0.524,0.6,108000,90736,1
756,Hispanic,Female,20156,665,0.335,2.2,41000,94216,0
5499,White,Male,80811,670,0.441,3.5,138000,90754,1
7262,White,Male,61648,646,0.564,10.6,108000,94763,0
4146,Black,Female,20000,683,0.433,3.7,55000,94074,1
101,White,Female,32007,701,0.547,3.5,63000,94266,0
2007,White,Male,40187,706,0.308,1.8,109000,94764,0
5508,White,Male,50681,706,0.351,5.0,106000,90024,0
3556,Black,Male,25004,705,0.415,0.9,57000,94636,1
7834,Hispanic,Male,72025,703,0.276,6.6,141000,92804,0
2853,White,Female,36990,597,0.191,10.1,83000,90119,0
2598,White,Male,63893,609,0.387,1.1,126000,94731,0
1299,Black,Female,55679,587,0.327,2.1,122000,91678,0
6148,White,Female,39504,683,0.536,17.1,74000,90348,0
6495,Asian,Male,33822,662,0.538,13.1,61000,94428,0
9125,White,Female,46748,713,0.505,1.2,158000,90080,0
5980,White,Male,38729,735,0.31,2.1,101000,90318,1
9997,Hispanic,Male,96439,693,0.46,2.8,162000,92741,0
707,White,Female,81417,786,0.447,3.7,273000,94076,1
2082,White,Female,25719,667,0.439,2.0,65000,90830,0
9492,White,Female,20000,668,0.218,7.9,38000,90489,0
8953,White,Female,38110,693,0.352,7.9,85000,90410,0
9770,White,Male,22896,743,0.292,11.3,73000,90250,1
9087,White,Male,87319,727,0.388,6.8,196000,94234,1
2700,Hispanic,Male,22477,731,0.532,1.7,59000,94269,0
7988,White,Female,34371,667,0.261,0.3,101000,90370,0
1580,White,Female,53070,599,0.438,1.4,113000,90972,0
4271,Black,Male,20000,605,0.401,1.7,42000,91913,0
1310,Hispanic,Male,37747,665,0.294,7.7,82000,92301,0
6750,White,Male,57811,604,0.562,1.7,75000,90438,0
4952,White,Male,33406,714,0.323,11.7,99000,90689,1
8840,White,Male,20000,612,0.205,0.5,41000,94891,0
7827,Asian,Male,58289,688,0.354,4.2,88000,93488,0
3197,Asian,Female,25805,668,0.254,7.1,73000,93097,0
8658,White,Female,37392,739,0.309,17.0,98000,94375,1
9903,White,Male,24701,633,0.431,8.3,55000,94520,0
8517,Asian,Female,56837,681,0.411,5.0,101000,94702,0
4517,White,Male,29249,673,0.249,6.0,50000,90403,1
1363,Black,Female,31569,611,0.271,9.0,75000,94722,0
4254,White,Female,95090,737,0.34,4.6,243000,90453,1
3017,Black,Female,66517,683,0.466,0.1,159000,91637,0
2726,White,Female,46707,696,0.387,0.0,86000,94057,1
5637,White,Female,89650,734,0.289,11.1,289000,90492,1
8829,White,Female,33868,678,0.272,2.0,68000,90083,0
2133,White,Male,63616,714,0.37,3.1,98000,90963,0
5253,Black,Male,20000,644,0.461,5.9,52000,91791,0
6948,White,Female,54290,768,0.444,5.9,180000,90916,0
5902,White,Male,29415,640,0.312,2.9,43000,94630,0
2831,White,Male,36974,817,0.385,0.5,126000,90684,1
9270,White,Female,29017,721,0.398,0.9,49000,90949,0
4088,Black,Male,30528,637,0.215,4.6,52000,91403,0
7750,Black,Male,28265,667,0.508,4.0,55000,94136,0
4444,White,Female,25431,637,0.499,8.1,61000,90169,0
314,Asian,Male,111029,773,0.308,13.1,225000,93073,1
2596,Hispanic,Male,46605,699,0.38,4.6,100000,92903,0
9910,White,Female,32771,733,0.296,5.1,75000,94780,0
3077,Asian,Female,20000,625,0.334,2.9,46000,93045,0
2583,White,Female,20922,635,0.43,6.6,36000,90635,0
4310,Hispanic,Male,28364,706,0.388,1.8,85000,94411,0
9523,Asian,Male,45646,664,0.42,13.5,98000,93131,0
3014,White,Male,114339,713,0.482,3.9,357000,90798,1
3464,White,Female,95502,771,0.359,0.5,187000,90576,1
2531,Black,Male,20000,694,0.298,24.1,55000,91122,1
5911,White,Female,55495,699,0.545,3.8,124000,90382,0
8141,White,Male,38660,781,0.538,7.8,89000,90176,1
6852,Asian,Male,45416,687,0.283,20.8,103000,93768,1
4105,White,Female,28072,753,0.22,2.1,78000,94767,1
6172,Black,Female,30246,628,0.509,3.0,46000,91132,0
561,Black,Male,20000,697,0.586,1.8,37000,94411,0
5793,Asian,Male,95733,738,0.581,5.9,167000,94291,0
538,White,Male,21632,744,0.341,3.4,50000,94374,0
8282,Asian,Male,69883,740,0.176,1.4,125000,93213,1
2312,Hispanic,Female,39832,595,0.43,5.5,80000,92569,0
5506,White,Female,53716,765,0.244,10.6,136000,94141,1
4814,White,Male,111247,799,0.29,2.5,220000,90322,1
7393,Hispanic,Female,65434,687,0.417,12.3,183000,92055,0
2348,White,Female,20000,601,0.386,1.5,35000,90955,0
3803,Hispanic,Female,21589,747,0.486,11.3,56000,94622,0
2221,Black,Male,28410,660,0.199,8.2,53000,94444,1
178,White,Male,149534,809,0.458,15.1,401000,90759,1
219,Black,Female,20000,618,0.247,0.0,37000,91071,0
8994,White,Female,26954,630,0.24,3.2,42000,90795,0
7868,White,Male,23381,751,0.239,11.4,73000,90076,1
4781,White,Female,53038,745,0.389,7.2,122000,90317,0
502,White,Male,21981,641,0.538,13.5,41000,94754,1
2449,White,Female,61153,689,0.237,5.3,139000,90650,0
7398,Hispanic,Female,36592,578,0.445,0.1,47000,92400,0
333,White,Male,95927,735,0.15,0.1,201000,90321,1
3141,White,Female,35970,719,0.183,1.4,98000,90651,0
216,White,Female,20013,685,0.118,0.3,62000,94254,0
299,Black,Male,20904,611,0.334,0.0,41000,91318,0
3619,Hispanic,Male,154702,745,0.58,0.1,405000,94288,1
4466,White,Male,160828,737,0.235,3.7,408000,94103,1
53,Asian,Female,125007,746,0.402,25.4,233000,93574,1
5442,White,Male,54810,688,0.427,3.4,113000,94278,0
4452,White,Male,60982,641,0.424,0.0,104000,94778,0
7232,White,Female,74882,697,0.47,0.0,202000,90195,0
4852,White,Female,24762,739,0.552,2.4,81000,94269,0
2369,White,Male,114254,775,0.412,1.9,203000,90927,1
3775,Black,Female,67604,550,0.362,5.8,94000,94230,0
7552,White,Male,87197,754,0.327,11.3,151000,90808,1
9960,White,Male,105694,738,0.492,11.1,194000,94765,0
9756,White,Male,20106,702,0.246,3.0,40000,90784,0
6379,Asian,Female,20000,681,0.179,1.1,39000,93149,0
2788,White,Female,45180,731,0.504,3.1,68000,90524,0
8335,Hispanic,Male,32436,639,0.499,5.7,48000,92954,0
939,White,Male,25780,744,0.215,7.8,48000,90044,1
748,White,Female,124429,658,0.348,11.3,314000,90299,0
8234,White,Male,32813,650,0.366,10.0,51000,90505,0
6370,Hispanic,Male,25961,679,0.335,4.9,43000,92021,0
9068,White,Male,124488,706,0.482,8.7,310000,94789,1
2420,White,Male,40261,666,0.326,1.8,77000,90147,0
1248,White,Male,53758,754,0.141,5.7,117000,90446,0
1591,Black,Male,48525,707,0.52,2.1,153000,94078,0
9599,White,Female,32654,762,0.394,6.4,57000,90699,1
9243,Black,Female,40631,641,0.47,2.0,97000,94533,0
5591,White,Female,38434,690,0.262,1.7,67000,94733,0
1273,Hispanic,Female,26093,654,0.585,0.0,62000,92369,0
5304,Hispanic,Male,83184,650,0.612,0.0,191000,92034,0
9132,Black,Female,37490,641,0.314,14.0,81000,91589,1
8801,Hispanic,Male,37690,718,0.448,9.7,61000,94503,0
4052,Black,Male,51289,653,0.505,0.0,125000,91627,1
8147,White,Female,20000,683,0.533,10.8,42000,94123,0
2341,Hispanic,Female,42420,638,0.428,9.3,62000,92822,0
2009,White,Male,49264,635,0.221,1.3,116000,90276,0
6568,White,Female,20000,713,0.232,1.8,51000,90870,0
8446,Black,Male,20000,717,0.368,13.1,39000,91188,0
9363,White,Female,91148,662,0.443,3.6,158000,90068,0
509,Asian,Female,20823,745,0.381,19.1,43000,93613,0
4956,Black,Female,58140,628,0.324,2.6,76000,91038,0
592,Black,Female,20000,664,0.599,8.7,39000,94491,1
7958,Hispanic,Female,37664,721,0.547,0.2,71000,94732,0
2016,White,Female,50548,678,0.353,9.4,76000,94931,1
5680,White,Male,100944,689,0.31,1.5,207000,94115,0
8305,White,Male,42906,825,0.3,1.1,126000,94899,1
8311,White,Male,20000,634,0.323,3.3,40000,90144,1
5298,Black,Male,38617,616,0.397,6.3,63000,91812,0
5537,White,Male,48216,744,0.36,1.9,131000,90559,1
375,White,Female,120578,765,0.326,2.3,247000,90889,1
3993,Hispanic,Male,39143,683,0.345,23.3,113000,92639,0
2402,White,Female,93902,608,0.425,5.6,224000,90685,0
3305,White,Female,87059,743,0.262,4.5,242000,94264,0
3372,White,Male,248702,773,0.325,3.9,540000,90427,1
9191,Asian,Female,20000,675,0.528,0.0,37000,93833,0
8127,White,Female,29872,689,0.348,9.2,66000,90617,0
4157,White,Female,56566,777,0.299,8.8,193000,90816,0
5982,White,Female,63263,712,0.476,3.8,135000,90392,0
5273,White,Male,24294,647,0.306,3.2,37000,90773,0
3623,White,Female,25319,739,0.335,12.9,41000,94571,1
7172,Hispanic,Male,45746,643,0.444,1.8,99000,94757,0
7523,White,Male,44320,646,0.338,1.8,71000,90238,0
6857,Black,Female,20000,687,0.488,12.4,58000,91748,0
3216,White,Male,67821,698,0.556,3.1,119000,90322,0
5589,Asian,Male,20000,625,0.4,3.3,44000,93960,0
6478,White,Male,30566,739,0.366,19.0,62000,90230,0
3068,Asian,Female,24706,724,0.167,3.2,42000,94233,1
3390,Black,Male,44422,648,0.283,0.4,87000,91672,0
651,White,Female,20000,703,0.276,1.4,56000,90798,0
5464,White,Male,36330,617,0.226,2.0,60000,90807,0
7132,White,Male,20000,705,0.358,9.0,60000,94600,1
351,White,Female,62541,774,0.249,7.3,214000,90899,0
7416,White,Female,74766,698,0.501,1.7,156000,90524,0
2509,Hispanic,Male,20000,606,0.246,0.2,50000,92497,0
5557,White,Female,20000,753,0.439,1.9,68000,90591,0
829,Black,Female,41514,660,0.358,10.5,67000,94670,0
507,Asian,Male,128174,725,0.312,8.3,342000,94713,1
9296,Asian,Male,40004,708,0.32,1.3,102000,93201,0
8205,Black,Male,38522,644,0.451,0.5,93000,91364,0
971,Black,Male,37574,705,0.528,0.4,68000,91515,0
623,White,Female,53757,655,0.232,0.1,111000,94288,0
5927,Hispanic,Male,22706,669,0.558,1.2,44000,92654,0
4150,Hispanic,Male,57489,632,0.494,0.0,92000,94054,0
9571,White,Male,23338,585,0.356,0.7,28000,90132,0
4625,Asian,Male,210371,795,0.304,8.7,421000,94907,1
7574,Black,Male,47403,571,0.608,0.0,74000,94228,0
3531,White,Female,49790,645,0.504,1.4,76000,90882,0
3418,Black,Female,102435,699,0.346,3.6,228000,91067,0
2156,White,Male,28418,602,0.4,0.9,68000,90792,0
4435,White,Female,42862,716,0.379,3.2,88000,90349,0
1048,White,Male,72660,600,0.32,4.5,129000,94505,0
1763,White,Female,21737,767,0.132,3.2,47000,90812,1
8501,White,Female,183035,746,0.326,13.7,467000,94464,1
1026,White,Female,30868,714,0.264,8.6,73000,94615,0
2434,White,Female,20000,777,0.408,2.7,52000,90693,1
3027,Asian,Male,20000,730,0.384,0.9,55000,94553,0
485,White,Male,24506,656,0.562,8.9,45000,94898,0
4118,White,Male,39934,681,0.354,13.2,76000,90648,0
9414,White,Male,43876,724,0.272,0.8,108000,90149,1
3173,White,Male,49154,672,0.425,2.7,91000,90273,0
7672,White,Female,40649,691,0.512,21.8,81000,94354,0
86,White,Female,144500,794,0.366,17.9,461000,90889,1
2314,Black,Male,32524,715,0.399,2.1,57000,94373,1
8228,White,Female,57550,737,0.266,9.7,91000,94114,1
4207,White,Male,75225,659,0.251,3.3,175000,94352,0
3326,Hispanic,Male,23622,657,0.356,2.3,50000,94740,0
310,White,Male,27436,582,0.289,0.0,38000,90425,0
2316,White,Male,45908,663,0.346,1.1,102000,90575,0
1973,White,Male,103967,652,0.243,1.7,276000,90680,1
7933,White,Female,62237,708,0.194,0.6,120000,90272,0
2999,White,Male,50299,779,0.386,3.7,117000,90068,1
778,Black,Female,57322,655,0.543,6.4,83000,94727,0
2949,White,Female,55992,793,0.479,1.2,117000,90573,1
1782,Asian,Female,120169,800,0.443,1.7,304000,94283,0
9097,White,Female,47945,626,0.234,9.1,63000,90858,0
8595,Black,Female,20000,684,0.545,5.8,53000,94923,0
3691,Hispanic,Male,52519,579,0.271,1.8,108000,94655,0
5462,White,Female,43497,704,0.343,2.7,106000,94929,0
1749,Hispanic,Male,43207,716,0.458,2.4,99000,92847,0
6461,White,Male,39568,686,0.465,1.9,114000,90736,0
1877,White,Female,88007,735,0.432,1.1,255000,90433,1
2775,White,Male,38863,630,0.466,5.0,61000,90118,0
2455,White,Male,31237,705,0.394,6.6,64000,90762,0
6045,Black,Male,28496,603,0.272,2.5,52000,94471,0
3630,Black,Female,28578,644,0.554,10.7,49000,91237,0
5027,White,Male,32910,653,0.298,0.3,54000,90328,0
8333,Hispanic,Male,45164,627,0.533,2.9,116000,92967,0
9845,White,Female,38447,687,0.497,7.3,86000,90242,0
2206,Asian,Male,25241,655,0.334,2.8,55000,94207,0
2115,Black,Female,32313,663,0.514,7.4,85000,91213,0
1179,Hispanic,Female,75909,716,0.494,1.7,155000,92882,0
3349,White,Male,125633,669,0.496,0.1,272000,90526,1
920,White,Male,56564,641,0.503,2.5,132000,90658,0
9382,White,Male,44581,792,0.258,4.6,119000,90686,1
9540,White,Male,66102,709,0.224,6.7,158000,90182,0
7619,Asian,Female,113496,729,0.302,1.0,260000,94498,0
7509,Black,Male,20000,761,0.535,0.4,45000,91097,0
5096,White,Male,83850,741,0.354,3.1,279000,90442,1
6121,White,Female,29988,656,0.39,1.9,67000,90358,0
9163,Hispanic,Female,54619,619,0.516,8.3,101000,94767,0
6035,Black,Female,51048,653,0.576,5.5,73000,94700,0
4776,Hispanic,Female,35387,658,0.368,5.6,74000,94786,0
8362,White,Female,43837,756,0.504,1.0,91000,90575,1
4016,White,Male,20245,698,0.468,2.2,38000,90193,1
3582,Hispanic,Male,20000,633,0.431,5.6,31000,92143,0
195,White,Male,38727,650,0.503,1.2,111000,90626,0
9275,Black,Male,110494,604,0.448,9.1,262000,91618,0
4733,Black,Male,20000,693,0.543,25.0,45000,91216,1
8892,Hispanic,Male,20000,550,0.527,5.4,40000,92885,0
9304,White,Male,65173,674,0.469,0.7,96000,90972,0
1911,White,Female,91388,733,0.425,23.6,168000,90169,1
4932,White,Male,61730,762,0.447,1.8,194000,90967,1
4543,White,Male,70030,725,0.428,1.4,202000,90781,0
7730,White,Female,21943,717,0.471,9.9,44000,90871,0
3303,White,Female,20000,624,0.359,5.5,37000,90939,0
9629,White,Female,77725,720,0.284,7.2,222000,94979,0
7515,Black,Female,20000,708,0.543,2.9,44000,94308,0
4943,Hispanic,Male,36556,620,0.588,3.5,83000,94324,0
6285,White,Male,36310,711,0.432,2.2,80000,90427,0
9807,Black,Female,42347,592,0.548,1.0,80000,94361,0
2645,White,Male,137385,767,0.443,3.1,246000,90372,1
7733,White,Male,93304,658,0.537,4.6,183000,94413,1
4990,Hispanic,Female,48159,680,0.459,12.1,99000,92572,0
1641,White,Female,20000,697,0.254,6.0,46000,90830,0
3297,Black,Female,34807,700,0.215,9.3,73000,91882,0
5844,White,Male,32159,595,0.345,7.4,40000,90467,0
6960,Asian,Female,21368,747,0.387,1.9,39000,94523,0
6913,White,Female,29551,694,0.344,1.1,67000,90441,0
9144,White,Female,27174,641,0.231,2.5,69000,90561,0
67,White,Female,64876,717,0.3,12.3,122000,94323,0
9742,White,Male,142151,743,0.51,5.6,384000,94607,1
876,White,Male,35703,714,0.387,1.9,70000,94802,1
9335,White,Female,20000,618,0.533,1.6,45000,90535,0
4068,Asian,Male,20000,711,0.504,2.0,35000,94940,0
2094,White,Female,38894,715,0.406,5.1,112000,90909,0
7924,White,Female,31861,708,0.461,10.1,56000,90983,1
5250,White,Male,20000,594,0.312,0.7,22000,90920,0
1454,White,Male,81455,724,0.327,0.6,181000,94946,1
5436,Black,Male,20000,570,0.551,0.4,41000,91391,0
609,White,Female,23731,608,0.278,2.0,38000,90280,0
4038,Hispanic,Male,47854,654,0.39,6.5,95000,92716,0
9156,White,Male,98854,665,0.277,12.8,179000,94531,1
6435,Hispanic,Male,62435,717,0.598,4.4,160000,94416,0
4745,White,Male,107473,685,0.381,1.5,222000,90216,0
8189,White,Male,57076,653,0.407,12.5,94000,94405,0
4917,White,Female,58590,657,0.495,24.1,90000,90398,0
3495,Black,Female,25795,792,0.246,0.0,77000,91400,1
8612,Asian,Male,20000,690,0.287,3.1,50000,93738,0
7347,White,Male,28027,731,0.262,10.4,62000,94120,0
1218,Black,Female,20000,594,0.368,6.0,42000,91410,0
6256,White,Female,130475,758,0.25,1.7,459000,90023,1
2976,White,Female,53821,698,0.348,3.0,108000,90978,0
4761,White,Female,20000,739,0.205,1.4,33000,90874,0
5428,White,Male,46735,660,0.42,2.1,126000,90781,0
1017,White,Female,32677,664,0.22,0.2,85000,94892,0
6307,White,Male,130528,752,0.522,3.9,400000,90603,1
4223,Hispanic,Male,71189,628,0.311,0.0,105000,94364,0
3298,White,Female,73804,774,0.398,14.3,182000,90160,1
7284,Black,Female,29380,603,0.362,2.0,60000,94570,0
6831,Asian,Female,20000,707,0.23,6.0,35000,93272,0
8445,White,Female,59692,717,0.248,3.8,127000,94736,1
7089,White,Female,53992,752,0.182,0.7,133000,90379,1
8971,White,Male,42964,754,0.462,13.3,100000,94459,1
2983,Black,Male,55903,710,0.559,0.5,137000,91815,0
8777,Asian,Male,33781,699,0.323,3.2,98000,94645,0
9143,Asian,Female,51424,690,0.317,1.7,77000,93552,0
1716,Asian,Male,90780,679,0.331,1.4,225000,93894,0
6276,Black,Male,66480,657,0.55,13.5,97000,94065,0
5719,White,Male,36087,588,0.141,3.9,46000,90600,0
2214,Asian,Female,86333,841,0.457,16.3,239000,93042,1
442,Asian,Female,136944,698,0.492,1.0,320000,94597,0
7506,Asian,Female,53461,771,0.32,0.8,177000,94501,1
1038,Black,Male,20000,657,0.497,0.9,28000,91561,0
3256,White,Male,56280,683,0.124,16.4,148000,94932,1
1507,White,Female,99984,798,0.24,3.3,314000,90732,1
4777,White,Male,45114,643,0.312,1.4,92000,94333,0
5551,White,Male,34846,683,0.268,2.1,97000,90691,0
1066,Black,Male,24381,650,0.423,11.5,46000,91821,0
8099,White,Male,72819,736,0.135,31.5,183000,94450,1
1185,White,Female,134909,686,0.486,1.0,257000,90713,0
3076,Hispanic,Female,41145,735,0.395,1.2,89000,92987,0
8052,White,Female,30678,623,0.243,7.3,74000,90781,0
2747,White,Male,47976,723,0.52,1.0,77000,90546,0
2415,White,Male,80281,755,0.344,21.8,156000,94822,1
9594,White,Male,62729,683,0.446,4.4,166000,90260,1
3369,White,Female,79987,793,0.18,6.7,223000,94038,1
8999,White,Male,99792,704,0.175,12.9,244000,90417,1
7392,White,Female,82785,716,0.262,1.0,238000,94888,1
8,Hispanic,Female,53835,652,0.475,2.0,150000,92502,0
8867,White,Male,20062,673,0.311,3.0,42000,94175,0
7792,White,Male,38512,680,0.256,1.4,62000,90888,0
6876,White,Female,20000,652,0.23,2.6,44000,90113,0
8967,White,Male,32650,698,0.372,1.4,73000,90828,1
8883,White,Female,20000,680,0.535,5.1,47000,90169,0
1256,White,Female,38479,739,0.235,6.5,83000,94488,0
5112,Hispanic,Female,27026,624,0.31,2.7,63000,94268,0
3666,White,Female,48505,749,0.48,7.7,80000,90133,0
6695,White,Female,32526,638,0.25,6.3,51000,90804,0
2593,White,Male,52213,662,0.405,4.1,88000,90352,0
331,White,Female,89129,775,0.468,1.6,157000,90643,1
6096,Black,Female,26928,705,0.232,3.1,71000,91905,1
5775,White,Female,99499,699,0.306,4.9,256000,90245,1
2400,Black,Male,50802,661,0.249,0.0,135000,94561,1
2934,White,Male,108058,689,0.306,1.0,331000,94668,0
9544,White,Male,23577,667,0.452,13.0,38000,90656,0
4322,Asian,Male,86523,704,0.296,1.8,161000,94543,1
3432,Asian,Female,46900,685,0.436,6.1,97000,93570,0
