applicant_id,race,gender,years_experience,interview_score,skills_match,previous_tenure,salary_requested,location_region,hired
4662,Black,Female,21.2,30,0.454,6.1,105000,Region_C,1
4266,White,Male,4.9,93,0.291,4.5,95000,Region_B,1
242,Asian,Male,12.8,78,0.585,5.9,111000,Region_A,1
7084,White,Female,5.0,45,0.684,1.6,54000,Region_D,0
3108,White,Female,11.0,76,0.297,2.5,107000,Region_D,1
8828,White,Female,18.1,84,0.719,8.8,164000,Region_A,1
6127,White,Female,1.9,33,0.2,3.2,38000,Region_A,0
3743,Hispanic,Female,2.1,57,0.427,3.7,50000,Region_B,0
7281,White,Male,12.0,78,0.514,0.5,113000,Region_A,1
214,White,Female,3.0,48,0.1,1.0,53000,Region_B,0
1215,Black,Female,5.2,30,0.354,0.5,44000,Region_D,0
4808,Asian,Female,2.2,77,0.509,1.4,55000,Region_A,0
5882,Black,Male,8.1,31,0.352,1.2,64000,Region_B,0
1352,White,Male,9.2,55,0.904,4.9,91000,Region_B,1
3162,White,Female,2.7,55,0.209,0.5,61000,Region_B,0
7214,White,Male,12.5,56,0.627,4.0,87000,Region_B,0
4487,White,Male,2.0,75,0.108,0.5,51000,Region_B,0
7499,White,Male,31.9,100,0.639,4.0,250000,Region_D,1
3358,White,Female,0.0,43,0.606,1.5,38000,Region_D,0
5724,White,Male,35.0,100,0.737,8.1,250000,Region_C,1
9650,White,Male,23.4,72,0.631,5.3,150000,Region_A,1
1131,Black,Female,16.3,33,0.724,1.2,96000,Region_B,0
794,Black,Male,2.4,30,0.502,0.5,42000,Region_B,0
4208,White,Female,5.8,50,0.167,0.5,55000,Region_C,0
7457,Black,Female,3.9,30,0.336,1.3,51000,Region_D,0
5974,Hispanic,Male,2.4,55,0.51,3.1,56000,Region_B,0
1298,White,Male,4.3,63,0.653,1.1,68000,Region_A,1
3455,Asian,Male,10.6,63,0.504,1.5,86000,Region_B,1
906,Hispanic,Male,18.4,61,0.556,2.3,128000,Region_B,1
7222,White,Male,5.5,60,0.276,1.2,78000,Region_A,0
571,White,Female,8.8,60,0.647,1.3,94000,Region_D,0
3085,Black,Male,5.4,30,0.459,0.5,54000,Region_B,0
5517,Hispanic,Male,21.3,56,0.469,0.5,126000,Region_B,0
1853,Hispanic,Female,5.6,30,0.436,0.5,57000,Region_B,0
1166,Hispanic,Male,2.6,46,0.41,1.0,44000,Region_C,0
7533,White,Male,24.7,99,0.667,8.1,236000,Region_D,1
4788,Asian,Male,12.2,100,0.672,7.4,121000,Region_D,1
5286,Black,Female,1.3,30,0.404,0.9,39000,Region_C,0
1402,White,Male,10.5,78,0.275,0.5,117000,Region_C,0
6360,Black,Female,2.3,30,0.279,1.4,35000,Region_B,0
9043,Asian,Male,4.5,88,0.572,0.5,82000,Region_B,1
9697,White,Female,13.0,63,0.598,2.3,112000,Region_B,1
2324,White,Female,7.1,82,0.512,0.5,99000,Region_B,1
5581,White,Female,0.7,70,0.1,0.5,57000,Region_A,0
5677,White,Male,2.1,76,0.436,1.5,63000,Region_B,0
2495,White,Male,4.4,77,0.706,0.9,80000,Region_D,1
413,Asian,Male,7.6,83,0.376,3.4,82000,Region_C,1
9834,Asian,Female,3.6,60,0.285,0.7,54000,Region_B,0
9296,Asian,Male,8.8,95,0.448,0.5,124000,Region_A,1
7375,White,Male,0.3,35,0.107,1.1,35000,Region_A,0
3944,White,Male,0.3,46,0.583,0.5,41000,Region_A,0
8188,Asian,Female,6.8,69,0.412,0.9,79000,Region_D,0
1596,White,Female,15.9,82,0.758,8.7,132000,Region_C,1
6672,Hispanic,Male,0.9,32,0.448,1.3,40000,Region_B,0
1233,White,Male,10.8,81,0.302,6.6,111000,Region_B,1
7306,Asian,Male,22.7,97,0.705,4.8,221000,Region_A,1
9472,Black,Female,8.6,30,0.402,4.4,58000,Region_B,0
8126,White,Male,4.5,60,0.242,1.5,68000,Region_C,0
9323,Black,Male,0.8,39,0.387,5.1,35000,Region_B,0
7526,Black,Female,16.9,50,0.552,0.5,98000,Region_B,1
2110,Asian,Male,1.5,60,0.442,1.2,55000,Region_D,0
2580,Black,Male,4.5,52,0.459,0.5,51000,Region_B,0
8742,White,Male,5.6,77,0.548,0.5,70000,Region_D,0
4016,White,Male,2.0,63,0.456,1.2,61000,Region_C,0
8735,White,Male,3.5,54,0.314,0.5,64000,Region_A,0
887,Black,Male,15.9,66,0.835,0.7,120000,Region_A,1
9569,White,Male,1.0,70,0.287,3.3,52000,Region_C,0
4931,White,Male,6.5,57,0.423,0.7,82000,Region_B,0
2941,White,Male,3.1,69,0.122,0.5,61000,Region_A,0
1048,White,Male,11.2,72,0.674,0.5,108000,Region_D,1
6880,White,Male,8.0,73,0.253,0.5,83000,Region_A,0
6898,White,Male,12.0,80,0.309,1.7,114000,Region_C,1
1348,White,Male,35.0,88,0.665,1.4,250000,Region_C,1
8434,Hispanic,Female,13.0,51,0.59,1.3,97000,Region_B,0
5987,White,Female,2.5,71,0.4,3.2,56000,Region_A,0
6811,Hispanic,Female,5.1,46,0.336,0.5,52000,Region_B,0
7932,Hispanic,Male,1.4,30,0.413,3.1,35000,Region_B,0
1014,White,Male,0.6,56,0.226,5.8,42000,Region_B,0
6254,White,Male,8.5,74,0.499,7.3,98000,Region_D,1
5479,Hispanic,Female,2.2,30,0.1,0.5,43000,Region_A,0
8359,White,Male,1.4,63,0.657,1.4,58000,Region_A,0
9694,Hispanic,Male,8.6,58,0.591,0.5,75000,Region_A,0
6755,White,Female,7.8,90,0.493,5.4,90000,Region_A,1
1587,Black,Male,6.2,38,0.443,0.5,54000,Region_A,0
1334,Asian,Female,7.8,49,0.659,1.5,79000,Region_A,0
5561,White,Male,12.1,67,0.815,1.0,95000,Region_C,1
968,White,Female,4.6,58,0.353,2.0,65000,Region_C,0
4500,White,Male,9.4,86,0.552,0.5,101000,Region_D,1
6209,White,Female,1.4,30,0.192,1.7,37000,Region_B,0
6910,White,Male,17.3,92,0.722,6.0,182000,Region_C,1
2507,Hispanic,Female,6.5,42,0.116,2.9,67000,Region_D,0
88,Black,Male,0.4,35,0.364,0.5,35000,Region_A,0
9858,White,Female,0.5,65,0.804,6.8,52000,Region_C,1
433,Black,Female,3.5,30,0.637,1.1,44000,Region_A,0
4347,Hispanic,Male,19.9,84,0.792,1.8,193000,Region_B,1
2325,Hispanic,Male,5.8,60,0.47,3.9,79000,Region_B,0
5911,White,Female,7.1,30,0.1,1.4,59000,Region_B,0
5939,White,Male,6.2,81,0.526,0.5,88000,Region_B,1
9533,White,Male,2.9,83,0.552,2.5,72000,Region_A,1
9939,Hispanic,Male,1.4,30,0.223,1.8,35000,Region_D,0
1838,White,Female,3.7,53,0.148,0.5,61000,Region_A,0
9835,White,Male,3.9,88,0.363,18.9,72000,Region_B,1
1642,Hispanic,Female,5.4,30,0.184,0.5,45000,Region_D,0
10000,White,Male,2.4,85,0.611,5.5,60000,Region_A,1
2905,White,Female,1.9,56,0.607,0.5,44000,Region_A,0
4028,White,Male,1.0,81,0.1,7.2,55000,Region_C,0
4915,White,Male,9.5,74,0.75,0.5,105000,Region_A,1
3096,Black,Female,0.2,30,0.424,0.5,35000,Region_B,0
9271,White,Male,5.5,66,0.167,1.9,78000,Region_B,0
8757,White,Male,2.2,64,0.276,1.5,58000,Region_C,0
2971,White,Male,6.2,59,0.135,0.5,77000,Region_A,0
798,White,Male,3.7,61,0.667,0.5,63000,Region_A,0
7316,Asian,Female,0.9,69,0.271,1.4,52000,Region_C,0
7093,Black,Female,11.0,49,0.56,2.1,97000,Region_D,0
5845,Hispanic,Male,4.9,55,0.338,2.3,57000,Region_B,0
4401,White,Male,13.1,100,0.494,5.9,131000,Region_C,1
9276,White,Male,11.6,90,0.421,1.3,128000,Region_C,1
1161,Hispanic,Male,0.5,30,0.1,0.8,36000,Region_B,0
8366,Hispanic,Male,6.1,72,0.311,4.9,75000,Region_C,0
1636,White,Male,0.6,63,0.56,1.6,44000,Region_A,0
7508,White,Female,0.8,39,0.493,0.9,43000,Region_B,0
5968,White,Male,10.8,79,0.299,0.6,124000,Region_B,1
4551,Asian,Male,0.1,55,0.1,1.8,47000,Region_A,0
8651,White,Male,7.1,75,0.686,0.5,86000,Region_D,1
3014,White,Male,12.5,97,0.883,5.6,144000,Region_D,1
1657,White,Female,4.7,52,0.522,0.6,53000,Region_A,0
3962,White,Female,1.9,58,0.201,0.5,57000,Region_D,0
1623,White,Male,15.0,80,0.577,3.5,144000,Region_A,1
8371,White,Female,2.4,61,0.263,0.5,59000,Region_B,0
1849,Hispanic,Male,0.4,54,0.329,0.7,44000,Region_B,0
2997,White,Female,13.2,64,0.312,0.5,96000,Region_A,0
4494,Hispanic,Male,1.1,30,0.1,0.7,40000,Region_D,0
5666,Hispanic,Female,7.2,30,0.174,0.5,58000,Region_B,0
4939,Hispanic,Male,1.3,58,0.499,0.5,54000,Region_D,0
8639,Black,Female,9.7,30,0.578,0.5,59000,Region_B,0
2499,Asian,Female,21.9,89,0.692,7.3,181000,Region_B,1
5978,White,Female,19.4,77,0.604,1.7,144000,Region_C,1
1917,Hispanic,Female,7.8,51,0.62,0.5,83000,Region_B,0
3411,White,Male,1.3,73,0.41,0.5,55000,Region_A,0
5551,White,Male,2.3,60,0.687,5.9,59000,Region_A,0
764,Hispanic,Male,9.4,52,0.507,9.1,87000,Region_B,0
3869,Black,Female,0.5,30,0.304,9.8,35000,Region_B,0
9080,White,Female,23.0,100,0.674,4.0,236000,Region_D,1
7618,Hispanic,Female,2.6,38,0.1,4.0,49000,Region_B,0
7934,White,Male,15.6,71,0.621,0.6,121000,Region_B,1
2700,Hispanic,Male,17.1,42,0.433,3.8,96000,Region_B,0
6546,White,Male,5.0,79,0.318,0.5,71000,Region_A,0
7415,White,Male,12.2,71,0.445,0.5,127000,Region_D,0
4837,White,Male,8.6,81,0.692,7.9,102000,Region_D,1
6515,White,Female,1.1,58,0.343,1.2,43000,Region_D,0
5534,Hispanic,Male,0.7,32,0.1,1.0,39000,Region_B,0
4920,White,Male,5.0,69,0.382,2.7,65000,Region_A,0
8269,Black,Male,7.4,33,0.466,0.5,67000,Region_D,0
5259,White,Female,0.4,49,0.148,0.9,45000,Region_A,0
3636,White,Female,3.2,59,0.829,1.2,49000,Region_B,1
523,Asian,Female,1.0,66,0.139,1.4,46000,Region_C,0
449,White,Male,5.7,66,0.366,1.1,77000,Region_B,0
8142,Black,Male,3.5,62,0.255,1.2,64000,Region_A,0
4663,White,Male,6.8,45,0.431,0.5,61000,Region_C,0
7912,White,Male,3.8,57,0.469,1.4,55000,Region_C,0
8482,White,Female,23.7,68,0.299,2.2,149000,Region_D,1
6076,White,Male,3.8,73,0.246,1.2,66000,Region_A,0
7384,White,Male,2.2,65,0.453,0.5,50000,Region_A,0
8813,Hispanic,Male,0.2,48,0.27,1.2,35000,Region_D,0
5161,Black,Male,3.3,45,0.604,1.3,52000,Region_C,0
5460,Asian,Male,12.6,74,0.342,1.7,127000,Region_A,0
6904,Black,Male,3.5,30,0.728,0.5,50000,Region_D,0
4940,Hispanic,Female,0.5,47,0.521,2.1,41000,Region_B,0
7385,Black,Male,15.9,30,0.399,0.5,86000,Region_A,0
2976,White,Female,26.8,71,0.683,1.9,177000,Region_B,1
1666,Hispanic,Male,12.3,46,0.463,1.6,85000,Region_A,0
7941,White,Female,1.4,69,0.1,3.4,57000,Region_C,0
908,White,Male,8.5,72,0.242,2.4,89000,Region_A,0
3159,Hispanic,Female,2.5,30,0.287,1.1,38000,Region_B,0
4588,White,Male,0.4,63,0.125,2.3,50000,Region_C,0
510,Black,Male,1.8,43,0.537,3.3,45000,Region_B,0
7360,Hispanic,Female,6.1,30,0.1,1.5,49000,Region_B,0
2684,White,Male,2.4,70,0.334,0.6,55000,Region_D,0
9440,Black,Female,2.1,30,0.401,1.8,40000,Region_A,0
5656,White,Male,16.7,94,0.242,1.4,149000,Region_D,0
7227,Hispanic,Female,2.3,30,0.396,2.2,39000,Region_D,0
2570,Asian,Male,4.7,96,0.367,6.6,75000,Region_A,1
2782,Hispanic,Female,0.6,30,0.1,2.2,35000,Region_B,0
6572,White,Male,17.7,82,0.727,0.5,136000,Region_A,1
1287,White,Female,9.6,54,0.383,0.7,87000,Region_D,0
7355,White,Male,1.4,67,0.532,0.5,49000,Region_D,0
7116,Asian,Male,4.2,77,0.369,2.5,80000,Region_B,0
8966,Black,Male,5.1,74,0.156,3.6,72000,Region_B,0
5064,White,Male,2.5,64,0.563,0.5,63000,Region_D,0
9202,White,Male,12.9,82,0.65,1.9,122000,Region_A,1
233,White,Female,12.4,57,0.322,1.5,91000,Region_C,0
3914,Asian,Female,3.0,74,0.404,0.5,65000,Region_A,0
9853,White,Male,1.0,68,0.235,0.5,48000,Region_C,0
7170,White,Male,6.2,69,0.629,2.4,77000,Region_A,1
262,Asian,Female,14.4,54,0.475,1.1,105000,Region_C,0
8236,White,Female,0.7,48,0.516,1.0,44000,Region_D,0
3682,White,Female,35.0,73,0.542,0.5,240000,Region_A,1
8227,White,Female,6.3,66,0.399,7.5,69000,Region_B,0
7796,White,Male,13.8,87,0.466,1.3,134000,Region_D,1
9426,Hispanic,Male,13.9,53,0.667,5.3,117000,Region_A,0
2802,Asian,Male,13.3,83,0.481,6.0,128000,Region_B,1
4760,Asian,Male,19.8,86,0.525,0.7,151000,Region_A,1
9638,White,Male,1.3,72,0.721,3.5,60000,Region_D,1
9092,White,Female,19.5,60,0.701,0.5,131000,Region_D,1
172,White,Male,0.6,83,0.199,2.4,52000,Region_C,0
6084,White,Female,15.7,80,0.654,4.4,120000,Region_D,1
9340,White,Male,10.7,93,0.627,0.5,108000,Region_A,1
4431,Black,Female,5.2,30,0.571,0.5,49000,Region_C,0
3562,Hispanic,Male,12.9,44,0.189,2.7,89000,Region_B,0
215,Black,Female,9.8,30,0.406,0.5,63000,Region_B,0
8340,Hispanic,Male,3.5,46,0.105,1.6,60000,Region_B,0
8982,Black,Female,0.4,30,0.271,4.1,35000,Region_B,0
5499,White,Male,12.9,74,0.339,3.2,117000,Region_C,1
6900,White,Female,1.8,56,0.172,0.6,43000,Region_A,0
7896,Hispanic,Female,0.7,32,0.449,0.5,35000,Region_B,0
821,Hispanic,Male,17.4,95,0.712,6.6,164000,Region_B,1
7488,Asian,Male,13.1,83,0.518,1.5,109000,Region_B,1
4844,White,Female,6.9,74,0.113,0.5,90000,Region_C,0
8420,White,Female,6.1,42,0.329,2.6,66000,Region_C,0
256,White,Male,7.6,51,0.387,10.4,68000,Region_B,0
2759,Black,Male,0.0,30,0.278,0.5,35000,Region_B,0
198,Hispanic,Female,0.7,55,0.1,0.8,46000,Region_C,0
2114,Hispanic,Female,9.6,38,0.416,3.0,66000,Region_D,0
9512,White,Male,0.1,67,0.175,0.5,50000,Region_A,0
7540,White,Male,5.0,60,0.715,1.4,74000,Region_B,1
3574,Asian,Male,4.9,45,0.249,1.5,58000,Region_A,0
992,Black,Female,0.2,43,0.233,4.5,35000,Region_B,0
2690,White,Male,5.1,79,0.433,1.6,67000,Region_B,0
5501,White,Female,7.4,63,0.61,0.5,83000,Region_D,0
5454,White,Male,6.5,82,0.534,0.5,85000,Region_B,0
379,Hispanic,Female,2.2,46,0.409,0.5,48000,Region_D,0
3065,Black,Male,0.4,30,0.352,0.5,35000,Region_D,0
2619,Hispanic,Male,7.4,78,0.49,2.3,105000,Region_B,1
4753,Black,Male,3.0,33,0.51,1.9,41000,Region_C,0
2063,Hispanic,Female,1.5,36,0.437,1.7,37000,Region_B,0
1585,Asian,Female,1.0,67,0.778,0.5,48000,Region_B,0
9179,White,Female,6.5,58,0.252,6.9,63000,Region_C,0
8729,White,Male,3.5,75,0.661,2.6,58000,Region_D,1
3933,Black,Male,0.3,31,0.1,1.5,36000,Region_D,0
194,Black,Female,6.0,30,0.192,3.7,46000,Region_B,0
7924,White,Female,3.7,67,0.533,1.0,59000,Region_D,0
272,Hispanic,Male,11.6,60,0.521,3.5,112000,Region_B,0
2891,White,Female,10.5,53,0.303,4.2,79000,Region_A,0
8491,Hispanic,Female,14.9,30,0.516,0.5,96000,Region_B,0
1676,White,Male,17.7,59,0.485,3.0,134000,Region_D,1
9633,White,Female,10.4,75,0.372,2.2,96000,Region_D,1
7864,Black,Male,5.9,37,0.475,0.5,57000,Region_B,0
7240,White,Female,2.0,57,0.171,0.5,58000,Region_C,0
4654,Hispanic,Female,5.7,44,0.209,0.5,59000,Region_D,0
7850,White,Female,8.8,61,0.431,1.3,73000,Region_D,0
38,White,Male,2.2,66,0.581,6.5,48000,Region_D,1
2551,White,Male,3.5,82,0.347,2.7,79000,Region_C,1
9175,White,Male,1.9,57,0.437,0.7,52000,Region_C,0
4541,White,Male,3.6,66,0.113,4.4,72000,Region_A,0
3565,White,Male,3.4,70,0.556,1.3,60000,Region_C,0
3996,White,Male,19.6,94,0.501,5.9,156000,Region_D,1
5671,Hispanic,Female,4.5,57,0.214,0.5,55000,Region_D,0
3041,White,Male,27.0,100,0.692,6.9,250000,Region_A,1
5929,Black,Male,4.9,30,0.105,1.4,46000,Region_B,0
6131,White,Female,2.9,50,0.1,5.7,44000,Region_C,0
9536,White,Male,12.8,77,0.57,9.8,116000,Region_A,1
5077,Black,Male,26.5,47,0.53,5.2,132000,Region_C,1
6602,Black,Female,3.4,30,0.277,0.5,48000,Region_D,0
1645,White,Male,2.0,42,0.52,0.8,49000,Region_C,0
9636,White,Female,23.9,78,0.584,4.0,163000,Region_B,1
9306,White,Female,5.7,30,0.216,2.4,50000,Region_C,0
556,White,Male,11.9,98,0.575,0.8,125000,Region_C,1
1190,Black,Female,14.9,36,0.729,1.5,80000,Region_D,0
7594,Hispanic,Male,6.8,67,0.393,0.6,71000,Region_B,0
5019,White,Male,16.8,84,0.763,0.5,161000,Region_C,1
4754,White,Male,1.5,69,0.1,0.5,62000,Region_C,0
3147,Hispanic,Female,1.5,30,0.371,0.5,41000,Region_B,0
5692,White,Female,4.9,59,0.1,0.5,63000,Region_A,0
8686,Black,Male,1.0,46,0.285,4.2,36000,Region_B,0
9579,White,Male,0.5,72,0.112,2.0,47000,Region_A,0
7545,White,Male,0.2,56,0.385,1.7,46000,Region_D,0
1126,White,Female,13.2,62,0.738,0.6,104000,Region_B,0
7027,White,Female,11.8,80,0.387,1.7,102000,Region_D,1
4821,White,Male,3.5,75,0.134,7.0,64000,Region_A,0
979,White,Male,2.7,52,0.265,4.4,58000,Region_C,0
3326,Hispanic,Male,1.4,49,0.237,1.1,51000,Region_B,0
986,White,Male,0.7,50,0.33,3.1,41000,Region_A,0
1107,White,Female,7.7,70,0.381,1.4,93000,Region_A,0
3693,Hispanic,Female,4.7,52,0.176,0.5,60000,Region_B,0
7948,Black,Female,1.7,30,0.421,0.5,35000,Region_B,0
901,White,Male,14.2,81,0.434,4.7,137000,Region_C,1
5620,White,Male,10.5,78,0.182,2.4,122000,Region_D,0
8111,White,Male,15.1,56,0.459,3.1,111000,Region_C,1
197,Black,Female,4.2,30,0.346,13.6,47000,Region_B,0
6708,White,Female,2.7,50,0.1,1.5,46000,Region_A,0
2449,White,Female,26.5,68,0.492,1.7,181000,Region_A,1
1153,Black,Male,7.2,43,0.425,7.9,63000,Region_A,0
8683,White,Female,3.8,47,0.507,0.5,48000,Region_C,0
8884,White,Male,14.7,64,0.767,1.9,121000,Region_C,1
9947,White,Male,1.3,63,0.201,2.1,46000,Region_A,0
718,Asian,Male,4.2,92,0.461,1.0,90000,Region_C,1
3446,Black,Female,4.7,30,0.215,9.5,41000,Region_D,0
2012,White,Male,9.8,76,0.353,2.6,113000,Region_C,0
7248,Hispanic,Female,0.9,30,0.482,0.5,39000,Region_B,0
8833,Black,Male,1.1,40,0.358,0.5,40000,Region_B,0
9760,White,Male,0.4,61,0.451,5.3,51000,Region_D,0
9927,White,Female,2.3,49,0.557,0.5,42000,Region_B,0
8013,Black,Female,6.6,31,0.787,0.6,48000,Region_D,0
4005,White,Female,27.7,81,0.883,3.2,233000,Region_D,1
7624,Black,Female,1.9,30,0.494,0.5,43000,Region_B,0
3393,Hispanic,Male,8.7,36,0.451,0.5,67000,Region_D,0
4359,White,Female,6.3,39,0.474,0.8,51000,Region_A,0
7617,White,Male,1.7,71,0.11,0.5,62000,Region_C,0
4221,White,Female,10.5,63,0.446,3.9,95000,Region_D,1
707,White,Female,10.5,62,0.655,2.5,82000,Region_C,1
6865,White,Male,13.0,64,0.308,6.1,122000,Region_A,0
7605,White,Male,19.4,89,0.562,14.3,193000,Region_C,1
1177,Hispanic,Female,0.3,30,0.144,0.5,35000,Region_D,0
9794,White,Male,5.1,78,0.472,3.2,74000,Region_A,1
8395,Hispanic,Male,0.6,46,0.735,2.3,42000,Region_C,0
257,Asian,Female,0.5,41,0.406,1.5,35000,Region_A,0
9553,Black,Female,0.7,30,0.1,1.3,37000,Region_B,0
4140,White,Female,6.7,53,0.29,1.9,77000,Region_D,0
4451,White,Female,11.3,53,0.923,5.9,105000,Region_C,0
5506,White,Female,2.6,53,0.1,2.8,59000,Region_D,0
4594,White,Female,11.0,60,0.672,7.0,99000,Region_C,1
9483,Black,Female,4.3,34,0.258,0.5,42000,Region_D,0
9964,White,Female,5.9,62,0.768,2.9,81000,Region_A,1
4348,White,Male,1.6,70,0.44,0.5,59000,Region_A,0
5483,White,Female,0.7,40,0.217,3.3,35000,Region_B,0
3232,Black,Male,1.3,32,0.1,0.5,36000,Region_D,0
964,White,Male,5.7,53,0.621,2.5,58000,Region_C,0
2820,White,Male,19.0,85,0.68,1.2,154000,Region_A,1
1821,White,Female,0.0,52,0.47,1.0,45000,Region_B,0
5055,White,Male,24.4,66,0.485,3.2,175000,Region_A,1
9118,Asian,Male,2.4,70,0.266,0.5,58000,Region_A,0
3667,Hispanic,Male,4.9,45,0.263,0.5,56000,Region_B,0
8122,Black,Female,10.2,30,0.369,2.7,76000,Region_B,0
2922,Black,Male,14.3,43,0.101,0.7,104000,Region_B,0
7998,White,Female,2.3,32,0.608,0.7,40000,Region_A,0
5262,Hispanic,Female,2.1,35,0.215,0.5,39000,Region_B,0
2387,White,Female,7.6,50,0.509,2.0,69000,Region_D,0
4483,White,Male,2.4,74,0.215,0.6,66000,Region_D,0
5604,Black,Female,1.7,34,0.207,5.4,40000,Region_D,0
6149,Black,Male,2.4,30,0.237,0.5,38000,Region_B,0
7016,Hispanic,Female,2.9,59,0.454,0.5,60000,Region_B,0
1151,Black,Male,7.6,49,0.459,0.5,66000,Region_D,0
3296,White,Male,5.3,57,0.75,0.5,60000,Region_A,1
7364,Hispanic,Male,1.2,33,0.508,0.9,36000,Region_D,0
642,White,Female,3.0,40,0.172,0.8,44000,Region_C,0
9792,White,Male,2.9,63,0.623,5.0,66000,Region_D,0
915,White,Female,4.8,63,0.587,0.5,74000,Region_D,0
8586,White,Male,5.0,77,0.447,2.5,82000,Region_B,0
9767,Black,Male,5.2,42,0.1,0.5,49000,Region_D,0
638,White,Female,3.0,61,0.507,3.7,59000,Region_A,0
6832,White,Male,35.0,100,0.644,6.2,250000,Region_A,1
1301,White,Male,5.6,84,0.606,2.3,94000,Region_B,1
271,Hispanic,Male,3.5,71,0.185,1.4,67000,Region_B,0
4479,Black,Male,4.4,56,0.214,0.5,54000,Region_B,0
4644,White,Female,6.4,43,0.367,0.5,60000,Region_D,0
1750,White,Male,2.4,59,0.649,0.9,57000,Region_A,0
77,Hispanic,Male,1.2,30,0.414,0.5,36000,Region_B,0
8570,White,Male,1.0,63,0.27,0.8,47000,Region_A,0
6392,White,Male,14.8,88,0.819,0.5,158000,Region_B,1
146,White,Female,6.5,59,0.33,3.0,83000,Region_C,0
9480,White,Female,9.0,59,0.714,1.5,81000,Region_C,0
6858,White,Male,8.3,73,0.486,1.9,102000,Region_C,0
9532,Asian,Male,3.5,75,0.398,1.0,63000,Region_A,0
3720,White,Male,0.8,58,0.226,3.8,52000,Region_B,0
3416,White,Male,9.7,69,0.433,6.0,91000,Region_C,1
5923,White,Male,2.1,43,0.387,2.7,44000,Region_A,0
8790,Black,Male,15.7,52,0.486,4.8,93000,Region_C,1
2402,White,Male,0.4,69,0.296,2.8,49000,Region_B,0
1530,White,Female,11.3,45,0.588,3.2,74000,Region_C,0
2777,White,Male,5.5,51,0.454,0.8,58000,Region_D,0
991,Hispanic,Female,7.1,30,0.712,3.1,48000,Region_B,0
2022,White,Female,3.8,39,0.278,0.5,52000,Region_C,0
7369,White,Female,6.8,72,0.491,1.3,88000,Region_A,1
6056,White,Female,1.7,55,0.419,3.2,52000,Region_C,0
5397,White,Male,8.5,74,0.6,3.7,81000,Region_A,1
8307,White,Male,4.2,63,0.296,0.7,69000,Region_B,0
2411,Black,Female,8.6,45,0.451,3.8,82000,Region_B,0
4316,White,Female,3.0,55,0.411,1.5,52000,Region_C,0
2871,Hispanic,Female,3.4,30,0.366,1.1,49000,Region_B,0
5748,Asian,Male,13.1,100,0.155,9.7,124000,Region_C,1
9905,Asian,Male,14.3,100,0.515,9.6,171000,Region_C,1
6979,Hispanic,Male,2.9,30,0.476,0.5,48000,Region_D,0
4300,Black,Female,8.9,45,0.21,0.5,67000,Region_B,0
6350,Black,Male,0.3,30,0.177,5.7,35000,Region_B,0
2248,Hispanic,Male,11.6,43,0.472,0.5,84000,Region_B,0
9545,White,Female,2.4,52,0.554,2.2,55000,Region_D,0
5468,Hispanic,Female,4.9,56,0.409,0.6,61000,Region_B,0
751,White,Male,18.1,87,0.307,6.9,153000,Region_D,1
5981,Black,Female,3.1,30,0.375,6.1,40000,Region_D,0
9806,Hispanic,Female,11.3,74,0.527,1.2,95000,Region_B,0
9206,White,Female,5.5,67,0.886,1.8,74000,Region_D,0
138,Black,Female,1.1,39,0.426,0.5,43000,Region_B,0
550,Hispanic,Male,16.8,56,0.478,10.8,122000,Region_A,1
1785,Black,Female,7.2,30,0.64,0.5,60000,Region_D,0
2174,Hispanic,Female,0.3,41,0.74,0.5,41000,Region_B,0
3597,White,Female,0.0,42,0.611,1.4,40000,Region_A,0
5225,White,Male,7.2,78,0.383,0.7,94000,Region_D,1
7812,White,Male,11.7,80,0.563,0.5,131000,Region_D,1
2364,White,Male,11.3,83,0.47,2.9,133000,Region_C,1
698,Black,Male,6.8,50,0.502,0.5,61000,Region_B,0
195,White,Male,3.7,64,0.676,1.1,60000,Region_C,0
1015,Black,Female,1.2,37,0.242,0.5,36000,Region_D,0
3113,Black,Male,12.5,47,0.537,4.4,82000,Region_B,1
469,White,Female,4.6,69,0.115,0.6,79000,Region_C,0
8354,White,Female,1.6,46,0.444,0.5,41000,Region_C,0
2242,White,Male,2.6,46,0.1,3.0,52000,Region_C,0
6018,White,Female,17.1,69,0.276,1.9,145000,Region_A,1
9852,Asian,Male,4.1,77,0.431,0.5,80000,Region_B,0
8336,White,Female,6.2,60,0.389,0.5,79000,Region_D,0
4793,White,Female,9.3,70,0.242,2.7,93000,Region_A,0
1722,White,Female,2.8,71,0.323,7.3,68000,Region_C,0
9326,Asian,Female,3.2,54,0.656,5.8,51000,Region_A,0
4546,Hispanic,Male,10.7,44,0.522,9.2,69000,Region_B,1
7419,White,Male,3.7,81,0.616,2.0,72000,Region_C,0
4484,White,Male,3.6,37,0.1,0.5,47000,Region_B,0
8974,White,Female,12.0,55,0.636,3.6,84000,Region_C,0
6799,White,Male,35.0,100,0.805,12.5,250000,Region_B,1
3399,White,Male,5.4,74,0.1,0.5,70000,Region_C,0
6597,White,Male,5.4,65,0.474,0.7,64000,Region_A,0
6160,Hispanic,Male,5.0,50,0.532,1.4,66000,Region_B,0
2036,White,Male,10.0,89,0.387,2.4,114000,Region_D,1
372,White,Female,3.8,43,0.313,1.0,58000,Region_B,0
7425,White,Male,6.4,68,0.54,3.0,76000,Region_C,1
9777,White,Male,3.2,78,0.275,0.5,64000,Region_C,0
