applicant_id,race,gender,years_experience,interview_score,skills_match,previous_tenure,salary_requested,location_region,hired
2434,White,Female,2.3,30,0.1,4.5,40000,Region_A,0
2435,Asian,Male,0.4,41,0.364,2.8,42000,Region_B,0
2436,White,Female,16.2,84,0.607,1.6,141000,Region_A,1
2437,White,Male,10.3,63,0.681,4.7,101000,Region_D,1
2438,White,Male,35.0,100,0.738,13.3,250000,Region_A,1
2439,White,Male,2.9,81,0.419,0.7,67000,Region_D,0
2440,White,Male,16.9,100,0.603,3.3,185000,Region_A,1
2441,White,Female,6.5,49,0.586,1.5,67000,Region_B,0
2442,White,Female,4.2,35,0.366,6.5,51000,Region_D,0
2443,Hispanic,Female,1.5,30,0.477,6.8,35000,Region_B,0
2444,Hispanic,Male,9.0,48,0.398,0.5,81000,Region_C,0
2445,White,Male,18.8,55,0.433,3.3,133000,Region_A,0
2446,White,Male,2.1,58,0.542,1.7,59000,Region_B,0
2447,White,Male,1.5,61,0.499,4.4,45000,Region_A,0
2448,White,Female,8.4,44,0.33,4.5,65000,Region_D,0
2449,White,Female,26.5,68,0.492,1.7,181000,Region_A,1
2450,White,Male,11.1,72,0.51,2.4,102000,Region_A,1
2451,White,Female,2.4,56,0.46,1.1,47000,Region_B,0
2452,Asian,Female,3.9,51,0.714,1.1,51000,Region_A,0
2453,White,Male,3.9,69,0.665,3.2,71000,Region_A,1
2454,White,Female,13.5,67,0.635,3.2,123000,Region_D,1
2455,Black,Male,9.2,45,0.428,0.6,84000,Region_A,0
2456,White,Male,7.1,62,0.855,2.7,74000,Region_C,1
2457,White,Male,2.6,48,0.159,1.4,49000,Region_A,0
2458,Black,Male,17.3,74,0.532,1.1,126000,Region_B,1
2459,White,Male,8.5,79,0.385,0.5,87000,Region_D,0
2460,White,Male,28.2,100,0.657,13.8,206000,Region_D,1
2461,Asian,Male,7.1,77,0.663,5.6,80000,Region_B,1
2462,Hispanic,Female,10.2,41,0.684,1.0,71000,Region_B,0
2463,Black,Female,9.2,38,0.448,2.0,71000,Region_B,0
2464,White,Female,2.9,31,0.287,4.7,44000,Region_D,0
2465,Black,Male,20.7,44,0.688,1.7,124000,Region_B,1
2466,White,Male,0.2,52,0.579,0.5,35000,Region_C,0
2467,White,Male,11.7,69,0.1,2.1,108000,Region_B,0
2468,White,Male,26.9,82,0.697,1.9,203000,Region_A,1
2469,White,Female,2.9,57,0.303,1.4,60000,Region_D,0
2470,White,Female,7.4,59,0.559,5.4,87000,Region_B,1
2471,White,Female,5.8,73,0.243,1.4,83000,Region_A,0
2472,Asian,Female,10.3,99,0.439,5.1,133000,Region_D,1
2473,Asian,Male,16.4,73,0.87,1.0,131000,Region_B,1
2474,Black,Male,5.8,42,0.108,2.2,61000,Region_B,0
2475,White,Female,11.9,65,0.406,1.9,106000,Region_A,0
2476,Hispanic,Male,2.5,46,0.617,6.9,55000,Region_B,0
2477,White,Male,2.1,51,0.255,0.5,52000,Region_D,0
2478,Hispanic,Male,3.8,37,0.333,0.5,45000,Region_B,0
2479,White,Male,9.1,75,0.425,5.1,110000,Region_C,1
2480,Hispanic,Male,1.4,34,0.201,0.5,39000,Region_B,0
2481,White,Female,8.0,61,0.611,0.7,74000,Region_A,0
2482,Hispanic,Female,3.0,32,0.269,3.9,47000,Region_D,0
2483,Asian,Male,13.0,86,0.489,3.1,131000,Region_A,1
2484,White,Male,0.3,50,0.273,1.7,35000,Region_B,0
2485,White,Female,7.8,60,0.338,1.5,78000,Region_D,0
2486,Asian,Male,8.6,69,0.457,0.5,91000,Region_B,0
2487,White,Male,22.6,89,0.629,3.9,178000,Region_B,1
2488,Hispanic,Male,8.4,69,0.319,1.7,84000,Region_A,0
2489,Black,Male,9.9,48,0.563,0.5,72000,Region_B,0
2490,White,Female,16.5,72,0.476,0.5,144000,Region_A,1
2491,White,Female,7.9,68,0.528,3.1,75000,Region_D,1
2492,White,Male,2.7,48,0.34,2.3,47000,Region_A,0
2493,Hispanic,Male,13.7,80,0.718,2.8,117000,Region_B,1
2494,White,Male,11.0,61,0.584,0.5,95000,Region_C,0
2495,White,Male,4.4,77,0.706,0.9,80000,Region_D,1
2496,White,Female,8.7,68,0.619,1.9,85000,Region_C,0
2497,White,Female,14.2,55,0.413,4.8,118000,Region_B,1
2498,Hispanic,Male,25.0,84,0.647,0.9,219000,Region_D,1
2499,Asian,Female,21.9,89,0.692,7.3,181000,Region_B,1
2500,White,Female,2.8,75,0.462,0.9,70000,Region_A,0
2501,Hispanic,Female,3.2,37,0.273,1.7,44000,Region_B,0
2502,Hispanic,Male,0.8,43,0.1,4.7,37000,Region_B,0
2503,White,Male,2.3,58,0.753,2.8,59000,Region_C,0
2504,Asian,Female,15.4,54,0.641,0.5,116000,Region_A,0
2505,White,Male,3.6,62,0.284,1.1,57000,Region_D,0
2506,White,Female,6.8,54,0.27,2.4,61000,Region_A,0
2507,Hispanic,Female,6.5,42,0.116,2.9,67000,Region_D,0
2508,White,Female,10.7,45,0.388,1.4,77000,Region_A,0
2509,Hispanic,Male,1.4,42,0.497,0.5,37000,Region_B,0
2510,Hispanic,Female,2.2,41,0.373,0.5,42000,Region_C,0
2511,White,Male,4.8,75,0.407,3.1,73000,Region_A,0
2512,Hispanic,Female,2.7,30,0.464,5.6,37000,Region_A,0
2513,White,Male,32.6,100,0.376,8.6,235000,Region_C,1
2514,White,Male,14.4,75,0.167,1.1,121000,Region_A,0
2515,Black,Female,3.6,30,0.1,0.9,44000,Region_C,0
2516,Asian,Male,17.3,61,0.659,2.6,138000,Region_A,1
2517,White,Male,3.4,83,0.192,0.5,78000,Region_C,0
2518,White,Female,10.8,64,0.671,9.0,88000,Region_D,1
2519,Black,Male,1.6,30,0.156,0.7,37000,Region_B,0
2520,Black,Female,8.1,35,0.305,7.9,70000,Region_D,0
2521,Black,Male,3.8,42,0.1,1.2,44000,Region_D,0
2522,White,Female,0.8,65,0.448,2.6,49000,Region_C,0
2523,White,Female,2.2,48,0.697,1.3,48000,Region_D,0
2524,White,Male,4.1,66,0.429,4.8,73000,Region_A,1
2525,Hispanic,Male,9.3,46,0.409,0.5,77000,Region_B,0
2526,White,Female,0.5,57,0.312,6.6,39000,Region_C,0
2527,White,Male,8.6,62,0.516,2.9,91000,Region_C,0
2528,Asian,Male,10.3,71,0.485,1.3,104000,Region_D,0
2529,White,Female,7.5,57,0.649,3.8,76000,Region_A,1
2530,Asian,Male,11.7,68,0.548,4.6,99000,Region_A,1
2531,Black,Male,1.2,54,0.1,2.9,40000,Region_A,0
2532,Hispanic,Female,5.2,60,0.334,0.5,76000,Region_A,0
2533,White,Male,22.7,82,0.719,0.5,200000,Region_B,1
2534,White,Male,7.5,53,0.494,6.3,84000,Region_D,0
2535,Black,Male,5.9,44,0.379,2.9,69000,Region_A,0
2536,Hispanic,Female,7.9,35,0.463,0.5,57000,Region_B,0
2537,Hispanic,Female,2.4,48,0.141,0.5,46000,Region_B,0
2538,White,Female,8.5,50,0.619,1.9,76000,Region_D,0
2539,Hispanic,Male,16.7,69,0.73,0.5,129000,Region_B,1
2540,Hispanic,Male,0.1,45,0.502,0.5,43000,Region_B,0
2541,Black,Male,12.7,40,0.48,1.2,80000,Region_D,0
2542,Hispanic,Male,1.7,48,0.357,3.4,41000,Region_B,0
2543,Hispanic,Female,3.6,46,0.478,1.9,52000,Region_D,0
2544,Black,Male,11.9,48,0.431,0.8,90000,Region_A,1
2545,White,Male,13.9,79,0.643,18.4,125000,Region_D,1
2546,White,Male,17.8,71,0.515,5.8,153000,Region_C,1
2547,White,Female,19.9,86,0.574,0.6,170000,Region_C,1
2548,White,Female,4.2,67,0.322,1.3,63000,Region_C,0
2549,White,Female,7.5,53,0.611,1.8,74000,Region_D,0
2550,White,Female,3.5,52,0.391,2.3,62000,Region_B,0
2551,White,Male,3.5,82,0.347,2.7,79000,Region_C,1
2552,White,Male,4.5,53,0.883,1.0,63000,Region_B,0
2553,Hispanic,Male,9.1,61,0.265,0.5,91000,Region_B,0
2554,Asian,Female,5.0,56,0.4,0.5,67000,Region_A,0
2555,White,Female,11.8,84,0.328,0.5,111000,Region_A,1
2556,Asian,Male,11.2,83,0.65,4.7,121000,Region_C,1
2557,White,Female,0.1,65,0.263,5.2,47000,Region_C,0
2558,White,Female,7.0,48,0.458,0.6,70000,Region_B,0
2559,White,Female,4.0,39,0.522,6.3,55000,Region_D,0
2560,White,Female,4.3,52,0.104,1.0,51000,Region_D,0
2561,Hispanic,Female,10.1,46,0.214,5.4,79000,Region_B,0
2562,Black,Male,4.9,33,0.606,0.5,44000,Region_B,0
2563,White,Female,15.3,76,0.784,0.5,145000,Region_D,1
2564,White,Female,8.8,57,0.554,1.7,76000,Region_A,0
2565,White,Male,6.4,44,0.549,5.1,61000,Region_D,0
2566,White,Female,9.9,67,0.274,1.9,91000,Region_B,0
2567,White,Female,0.3,39,0.249,3.7,41000,Region_B,0
2568,White,Male,0.2,57,0.287,0.8,41000,Region_A,0
2569,Hispanic,Female,0.5,51,0.293,0.5,36000,Region_A,0
2570,Asian,Male,4.7,96,0.367,6.6,75000,Region_A,1
2571,White,Female,1.9,45,0.451,0.5,41000,Region_C,0
2572,Asian,Female,29.8,99,0.903,6.6,220000,Region_C,1
2573,White,Male,6.3,62,0.214,5.8,81000,Region_C,0
2574,White,Male,8.7,68,0.401,0.5,96000,Region_D,0
2575,White,Female,2.3,45,0.397,1.7,51000,Region_B,0
2576,Black,Male,2.4,30,0.784,0.5,40000,Region_D,0
2577,Asian,Male,3.3,74,0.469,1.5,66000,Region_A,1
2578,Black,Male,7.5,45,0.56,4.0,66000,Region_C,1
2579,White,Male,5.1,59,0.1,0.9,73000,Region_D,0
2580,Black,Male,4.5,52,0.459,0.5,51000,Region_B,0
2581,White,Female,6.3,51,0.509,0.8,68000,Region_D,0
2582,Hispanic,Female,8.7,34,0.1,3.8,63000,Region_B,0
2583,White,Female,0.7,56,0.644,7.6,40000,Region_D,0
2584,White,Female,10.6,43,0.613,0.8,85000,Region_B,0
2585,Black,Male,5.2,50,0.694,0.5,58000,Region_D,0
2586,Black,Male,6.9,37,0.541,0.5,59000,Region_B,0
2587,White,Male,3.2,77,0.351,2.3,63000,Region_B,0
2588,Black,Female,2.9,40,0.157,2.4,48000,Region_A,0
2589,White,Female,1.9,59,0.467,1.3,44000,Region_A,0
2590,Black,Female,21.3,36,0.507,0.5,119000,Region_B,1
2591,Hispanic,Female,4.1,30,0.546,5.0,45000,Region_C,0
2592,Hispanic,Female,32.8,52,0.92,14.4,198000,Region_B,1
2593,White,Male,5.4,81,0.403,1.3,90000,Region_D,1
2594,White,Male,2.0,62,0.1,3.8,54000,Region_B,0
2595,White,Male,5.7,61,0.499,6.1,79000,Region_A,0
2596,Hispanic,Male,0.3,42,0.1,0.7,35000,Region_C,0
2597,White,Female,16.6,82,0.414,3.6,126000,Region_C,1
2598,White,Male,13.7,87,0.334,4.7,151000,Region_A,1
2599,White,Female,9.1,65,0.139,6.7,80000,Region_A,0
2600,White,Female,6.6,65,0.374,0.5,71000,Region_D,0
2601,Black,Male,5.4,42,0.476,0.5,51000,Region_D,0
2602,White,Male,35.0,100,0.941,6.7,250000,Region_D,1
2603,Hispanic,Male,2.2,49,0.171,0.5,54000,Region_D,0
2604,White,Male,12.1,75,0.324,0.5,126000,Region_D,1
2605,White,Female,6.1,65,0.394,1.5,70000,Region_C,0
2606,White,Male,29.8,100,0.813,1.1,250000,Region_A,1
2607,White,Female,12.4,53,0.55,7.8,104000,Region_D,0
2608,White,Female,35.0,96,0.334,2.4,250000,Region_B,1
2609,Black,Female,4.9,30,0.118,1.8,45000,Region_B,0
2610,White,Female,1.6,59,0.257,0.5,50000,Region_B,0
2611,Hispanic,Male,4.7,48,0.382,1.0,61000,Region_C,0
2612,White,Male,9.9,83,0.331,5.2,106000,Region_A,1
2613,White,Male,11.9,74,0.549,11.6,122000,Region_C,1
2614,Hispanic,Male,0.0,52,0.28,0.9,46000,Region_D,0
2615,White,Female,5.0,50,0.66,0.6,68000,Region_B,0
2616,White,Female,1.9,47,0.259,1.0,51000,Region_A,0
2617,White,Male,16.6,88,0.435,0.7,140000,Region_A,1
2618,White,Male,1.3,59,0.292,0.9,55000,Region_D,0
2619,Hispanic,Male,7.4,78,0.49,2.3,105000,Region_B,1
2620,White,Female,2.2,59,0.751,1.5,54000,Region_B,0
2621,Hispanic,Female,2.6,35,0.43,4.2,46000,Region_A,0
2622,Hispanic,Female,16.7,61,0.346,0.5,128000,Region_B,0
2623,White,Female,1.9,46,0.734,1.3,52000,Region_C,0
2624,Asian,Male,0.8,81,0.188,2.1,57000,Region_C,0
2625,White,Male,0.6,73,0.326,8.2,51000,Region_D,1
2626,Asian,Male,5.7,91,0.614,0.6,81000,Region_C,1
2627,White,Male,8.2,66,0.778,5.3,96000,Region_A,1
2628,Black,Female,2.2,30,0.2,1.7,36000,Region_B,0
2629,White,Female,8.3,52,0.174,0.5,81000,Region_B,0
2630,White,Female,0.4,46,0.328,3.1,36000,Region_D,0
2631,Black,Male,12.2,67,0.3,0.5,114000,Region_B,1
2632,Black,Male,10.6,72,0.623,2.4,90000,Region_B,1
2633,White,Male,33.9,100,0.86,1.6,250000,Region_B,1
2634,White,Male,22.1,87,0.639,2.9,197000,Region_C,1
2635,Black,Female,2.4,30,0.4,3.0,41000,Region_B,0
2636,Black,Male,3.2,47,0.286,1.5,52000,Region_C,0
2637,Asian,Female,9.8,95,0.1,4.2,104000,Region_B,0
2638,Hispanic,Female,0.9,54,0.173,3.0,50000,Region_B,0
2639,Asian,Male,3.1,87,0.144,0.5,75000,Region_B,0
2640,Black,Female,0.7,36,0.19,1.3,37000,Region_B,0
2641,White,Male,4.9,77,0.117,10.9,87000,Region_C,0
2642,White,Female,5.7,55,0.496,4.2,68000,Region_A,0
2643,Hispanic,Female,1.4,30,0.52,0.5,40000,Region_D,0
2644,Black,Female,0.1,30,0.501,0.5,35000,Region_A,0
2645,White,Male,10.2,78,0.408,3.9,101000,Region_D,1
2646,White,Male,0.2,44,0.279,0.5,40000,Region_B,0
2647,Asian,Male,29.6,100,0.739,11.5,250000,Region_A,1
2648,White,Male,2.0,54,0.123,0.5,44000,Region_B,0
2649,White,Female,7.7,70,0.493,2.4,75000,Region_B,0
2650,White,Female,4.0,47,0.481,4.6,50000,Region_A,0
2651,White,Male,0.5,66,0.198,2.6,48000,Region_A,0
2652,White,Male,5.1,59,0.186,1.7,72000,Region_A,0
2653,White,Male,5.8,87,0.606,0.7,85000,Region_A,1
2654,White,Male,15.4,59,0.38,3.4,107000,Region_B,0
2655,Hispanic,Male,8.9,59,0.312,10.0,87000,Region_B,0
2656,White,Male,0.7,47,0.1,0.5,36000,Region_D,0
2657,Hispanic,Female,1.4,30,0.1,0.5,35000,Region_B,0
2658,Hispanic,Male,2.5,49,0.475,0.5,49000,Region_D,0
2659,White,Male,1.0,66,0.501,1.9,57000,Region_A,0
2660,Black,Female,3.4,30,0.298,0.8,41000,Region_A,0
2661,White,Male,33.2,100,0.812,7.3,250000,Region_D,1
2662,Hispanic,Female,4.3,30,0.37,1.1,53000,Region_B,0
2663,White,Female,9.5,58,0.497,1.3,95000,Region_A,0
2664,Black,Female,6.3,30,0.508,3.4,53000,Region_B,0
2665,Black,Male,11.8,49,0.11,0.5,98000,Region_D,0
2666,White,Male,1.9,63,0.248,0.5,46000,Region_C,0
2667,White,Female,9.9,70,0.458,0.5,109000,Region_D,0
2668,Black,Female,11.7,36,0.775,5.3,78000,Region_C,1
2669,Black,Male,1.2,37,0.236,2.8,38000,Region_B,0
2670,White,Male,3.4,61,0.384,4.2,64000,Region_C,0
2671,Black,Male,21.9,46,0.431,0.5,146000,Region_B,0
2672,White,Male,12.1,77,0.189,2.3,108000,Region_A,0
2673,Black,Female,1.8,38,0.195,0.5,41000,Region_C,0
2674,White,Male,6.6,74,0.317,2.4,88000,Region_D,1
2675,Hispanic,Male,3.5,38,0.217,3.2,50000,Region_D,0
2676,White,Female,4.7,65,0.403,0.5,63000,Region_A,0
2677,White,Male,3.5,61,0.103,2.0,52000,Region_B,0
2678,White,Female,2.3,61,0.361,0.5,49000,Region_A,0
2679,White,Female,7.9,54,0.1,5.9,66000,Region_A,0
2680,White,Male,12.1,80,0.758,10.6,103000,Region_A,1
2681,White,Female,14.6,60,0.475,6.5,104000,Region_A,1
2682,Hispanic,Female,1.0,30,0.119,0.5,37000,Region_D,0
2683,White,Male,13.8,59,0.228,1.3,100000,Region_A,0
2684,White,Male,2.4,70,0.334,0.6,55000,Region_D,0
2685,White,Male,4.5,71,0.506,4.4,74000,Region_D,0
2686,White,Female,16.3,73,0.642,0.5,138000,Region_C,1
2687,White,Female,4.3,58,0.422,6.4,63000,Region_D,0
2688,White,Male,1.8,54,0.19,2.0,51000,Region_C,0
2689,White,Female,1.2,62,0.234,2.9,48000,Region_D,0
2690,White,Male,5.1,79,0.433,1.6,67000,Region_B,0
2691,White,Female,10.1,52,0.504,3.9,83000,Region_C,0
2692,Black,Female,32.3,65,0.653,0.8,198000,Region_D,1
2693,White,Male,12.4,86,0.713,3.7,137000,Region_B,1
2694,White,Female,14.8,61,0.782,2.1,101000,Region_A,1
2695,Asian,Female,9.9,65,0.43,8.4,102000,Region_A,0
2696,White,Female,15.9,74,0.397,10.2,143000,Region_A,1
2697,Black,Male,0.5,30,0.416,0.5,35000,Region_D,0
2698,White,Female,18.7,58,0.407,6.1,135000,Region_A,1
2699,Hispanic,Female,3.0,30,0.104,2.5,42000,Region_B,0
2700,Hispanic,Male,17.1,42,0.433,3.8,96000,Region_B,0
2701,White,Male,0.6,75,0.251,7.6,58000,Region_A,0
2702,Asian,Male,10.2,57,0.293,6.7,81000,Region_A,0
2703,White,Female,9.4,64,0.599,4.2,81000,Region_A,0
2704,White,Female,35.0,100,0.732,0.5,250000,Region_C,1
2705,Hispanic,Male,9.8,51,0.132,1.2,89000,Region_C,0
2706,Hispanic,Female,2.9,30,0.583,0.5,38000,Region_C,0
2707,White,Male,6.5,72,0.596,2.0,91000,Region_A,0
2708,White,Female,3.2,53,0.562,4.6,56000,Region_D,0
2709,White,Male,1.7,75,0.481,2.4,53000,Region_B,0
2710,White,Male,2.3,32,0.29,3.3,41000,Region_C,0
2711,Hispanic,Male,1.7,34,0.1,0.5,36000,Region_D,0
2712,White,Male,6.4,75,0.5,0.5,76000,Region_C,1
2713,White,Female,16.7,69,0.555,10.3,119000,Region_D,1
2714,White,Female,17.2,78,0.683,0.9,149000,Region_C,1
2715,White,Male,0.5,65,0.399,3.3,41000,Region_C,0
2716,White,Male,0.7,61,0.1,1.7,53000,Region_A,0
2717,Black,Male,1.8,32,0.1,0.5,35000,Region_B,0
2718,Asian,Female,2.1,88,0.168,3.2,75000,Region_B,0
2719,Hispanic,Female,0.6,50,0.501,6.4,40000,Region_C,0
2720,White,Male,3.9,72,0.35,0.7,70000,Region_B,0
2721,Hispanic,Female,5.2,38,0.277,0.6,55000,Region_B,0
2722,Hispanic,Male,5.8,57,0.487,0.5,65000,Region_A,0
2723,Hispanic,Female,4.6,47,0.194,2.1,54000,Region_B,0
2724,White,Female,2.9,58,0.235,3.0,50000,Region_B,0
2725,White,Female,8.6,50,0.66,1.9,73000,Region_A,0
2726,White,Female,12.3,85,0.516,0.8,130000,Region_D,1
2727,White,Female,3.0,56,0.44,0.9,57000,Region_D,0
2728,White,Female,0.6,74,0.451,2.8,57000,Region_A,0
2729,White,Female,2.5,54,0.303,4.9,48000,Region_A,0
2730,White,Male,1.2,60,0.467,1.5,44000,Region_D,0
2731,Hispanic,Male,4.2,65,0.33,0.5,72000,Region_D,0
2732,White,Male,1.4,67,0.57,2.4,58000,Region_B,1
2733,White,Female,4.4,56,0.162,2.6,66000,Region_D,0
2734,Asian,Male,2.0,57,0.56,5.3,46000,Region_A,0
2735,Asian,Male,11.0,90,0.685,1.1,136000,Region_B,1
2736,Hispanic,Male,0.2,38,0.479,3.3,35000,Region_C,0
2737,Asian,Male,6.6,72,0.524,3.1,79000,Region_D,1
2738,White,Female,1.3,45,0.369,3.9,38000,Region_C,0
2739,Asian,Female,0.0,63,0.205,0.5,40000,Region_B,0
2740,White,Female,14.3,47,0.513,6.4,87000,Region_C,0
2741,White,Female,7.8,56,0.264,1.9,78000,Region_A,0
2742,White,Female,0.7,62,0.1,3.1,46000,Region_A,0
2743,White,Male,8.7,56,0.751,0.8,73000,Region_C,1
2744,White,Male,7.6,72,0.699,1.2,93000,Region_D,1
2745,Black,Female,3.5,30,0.167,0.5,41000,Region_D,0
2746,Hispanic,Male,3.7,43,0.3,0.9,54000,Region_D,0
2747,White,Male,17.4,100,0.343,2.8,187000,Region_C,1
2748,White,Female,2.0,32,0.343,0.6,41000,Region_D,0
2749,Hispanic,Male,3.4,56,0.13,5.4,49000,Region_C,0
2750,Black,Male,2.5,30,0.334,6.3,38000,Region_B,0
2751,White,Male,11.8,69,0.165,0.9,92000,Region_D,0
2752,Black,Male,15.5,38,0.302,1.8,90000,Region_A,0
2753,White,Male,15.2,88,0.503,6.1,160000,Region_A,1
2754,White,Male,12.8,74,0.742,5.3,128000,Region_A,1
2755,Asian,Female,31.1,90,0.839,20.0,219000,Region_B,1
2756,White,Female,8.4,60,0.126,8.7,88000,Region_B,0
2757,White,Male,11.1,72,0.633,6.8,119000,Region_D,1
2758,Hispanic,Female,24.0,35,0.693,3.7,136000,Region_D,0
2759,Black,Male,0.0,30,0.278,0.5,35000,Region_B,0
2760,White,Male,8.0,81,0.209,2.2,89000,Region_D,0
2761,White,Male,10.7,56,0.343,4.8,104000,Region_B,0
2762,White,Female,17.6,57,0.58,0.5,132000,Region_C,0
2763,Black,Male,13.4,44,0.157,2.9,97000,Region_B,0
2764,White,Female,13.0,56,0.845,7.9,114000,Region_B,1
2765,White,Female,20.5,73,0.272,1.0,150000,Region_C,1
2766,Asian,Male,6.3,64,0.535,4.5,75000,Region_A,0
2767,White,Female,0.0,45,0.42,4.4,37000,Region_B,0
2768,White,Female,0.1,49,0.648,0.5,35000,Region_A,0
2769,White,Male,6.3,76,0.187,8.6,78000,Region_C,1
2770,Black,Male,3.6,52,0.38,1.0,59000,Region_D,0
2771,White,Female,4.2,51,0.401,1.5,50000,Region_B,0
2772,White,Female,3.6,76,0.348,2.2,68000,Region_A,0
2773,Hispanic,Male,16.8,61,0.335,0.5,133000,Region_D,0
2774,White,Male,3.6,75,0.265,2.6,73000,Region_B,0
2775,White,Male,15.5,100,0.519,6.2,179000,Region_D,1
2776,White,Male,18.7,85,0.754,1.6,165000,Region_A,1
2777,White,Male,5.5,51,0.454,0.8,58000,Region_D,0
2778,White,Female,4.2,55,0.378,6.1,65000,Region_B,0
2779,White,Female,10.1,54,0.659,2.0,87000,Region_B,0
2780,White,Male,9.8,69,0.608,3.1,106000,Region_D,1
2781,White,Female,2.8,76,0.492,4.5,59000,Region_A,1
2782,Hispanic,Female,0.6,30,0.1,2.2,35000,Region_B,0
2783,Asian,Male,2.5,76,0.366,0.9,59000,Region_A,0
2784,Hispanic,Male,0.9,34,0.341,0.5,35000,Region_B,0
2785,Hispanic,Male,2.3,42,0.489,1.1,48000,Region_B,0
2786,White,Female,2.1,61,0.388,0.6,54000,Region_A,0
2787,Asian,Male,8.3,83,0.462,1.6,96000,Region_A,1
2788,White,Female,21.8,72,0.846,2.8,143000,Region_C,1
2789,Asian,Male,9.4,72,0.495,6.2,89000,Region_A,1
2790,Asian,Male,21.3,98,0.382,6.5,219000,Region_B,1
2791,Black,Male,9.6,65,0.256,0.5,85000,Region_B,0
2792,Asian,Male,10.6,71,0.573,1.2,106000,Region_D,1
2793,White,Female,3.8,77,0.315,2.1,77000,Region_B,0
2794,White,Female,2.8,67,0.1,1.9,56000,Region_D,0
2795,White,Male,15.0,95,0.557,2.9,165000,Region_B,1
2796,Black,Female,12.9,40,0.381,10.4,81000,Region_C,0
2797,White,Female,4.2,68,0.186,2.9,69000,Region_B,0
2798,Black,Male,0.1,30,0.335,0.5,35000,Region_A,0
2799,Asian,Female,11.3,62,0.674,9.3,101000,Region_B,1
2800,White,Male,2.7,74,0.266,1.4,58000,Region_C,0
2801,Hispanic,Female,0.1,35,0.316,1.3,37000,Region_B,0
2802,Asian,Male,13.3,83,0.481,6.0,128000,Region_B,1
2803,Asian,Female,5.2,33,0.703,0.6,58000,Region_B,0
2804,Asian,Male,9.4,75,0.63,2.2,104000,Region_C,0
2805,White,Female,17.3,55,0.533,7.8,132000,Region_D,0
2806,Asian,Female,5.6,70,0.1,3.5,84000,Region_B,0
2807,Hispanic,Male,4.7,46,0.228,0.9,58000,Region_D,0
2808,White,Male,2.7,57,0.238,2.1,58000,Region_C,0
2809,White,Male,2.9,96,0.547,0.5,77000,Region_B,1
2810,Black,Female,8.7,44,0.685,0.5,62000,Region_B,0
2811,White,Male,4.8,80,0.31,0.5,83000,Region_B,0
2812,Black,Female,1.0,49,0.176,2.2,50000,Region_A,0
2813,Black,Male,0.6,44,0.134,1.1,44000,Region_B,0
2814,White,Male,5.1,58,0.497,6.4,57000,Region_B,1
2815,White,Male,5.0,56,0.588,3.2,73000,Region_B,0
2816,Hispanic,Male,7.1,63,0.118,0.7,72000,Region_D,0
2817,White,Female,4.5,30,0.16,5.1,41000,Region_C,0
2818,White,Female,1.1,50,0.1,0.5,38000,Region_A,0
2819,White,Male,5.7,42,0.375,0.5,58000,Region_C,0
2820,White,Male,19.0,85,0.68,1.2,154000,Region_A,1
2821,Asian,Male,1.4,81,0.116,0.5,53000,Region_B,0
2822,White,Female,8.2,62,0.396,0.9,73000,Region_D,0
2823,Black,Male,5.6,51,0.168,0.9,61000,Region_B,0
2824,White,Female,9.7,84,0.637,1.9,100000,Region_A,1
2825,White,Female,1.1,49,0.255,2.0,45000,Region_A,0
2826,Hispanic,Male,19.1,99,0.715,1.3,175000,Region_B,1
2827,Black,Female,5.3,30,0.618,8.8,49000,Region_B,0
2828,White,Male,15.0,90,0.412,2.9,157000,Region_A,1
2829,White,Male,2.3,57,0.348,4.7,50000,Region_A,0
2830,White,Male,10.8,93,0.187,5.2,110000,Region_C,1
2831,White,Male,12.2,88,0.828,0.5,119000,Region_D,1
2832,Black,Male,3.2,55,0.261,0.5,59000,Region_D,0
2833,White,Male,3.9,67,0.608,4.0,58000,Region_D,1
2834,White,Male,8.6,56,0.567,7.1,85000,Region_C,1
2835,White,Male,0.8,68,0.221,2.1,54000,Region_B,0
2836,Asian,Female,9.6,48,0.393,8.3,83000,Region_B,0
2837,Asian,Female,0.3,54,0.236,2.2,40000,Region_C,0
2838,White,Male,1.7,66,0.344,0.5,56000,Region_C,0
2839,Hispanic,Male,7.3,80,0.437,1.3,101000,Region_D,1
2840,White,Male,0.8,66,0.494,3.0,47000,Region_C,0
2841,White,Female,25.1,80,0.743,5.3,179000,Region_B,1
2842,Hispanic,Female,12.0,44,0.223,0.5,98000,Region_D,0
2843,Asian,Male,8.0,62,0.195,0.8,93000,Region_D,0
2844,Asian,Male,14.0,87,0.78,4.2,127000,Region_A,1
2845,White,Male,17.5,83,0.699,3.0,138000,Region_A,1
2846,White,Male,2.4,52,0.632,0.5,49000,Region_B,0
2847,Hispanic,Female,11.2,30,0.281,3.2,71000,Region_B,0
2848,White,Female,1.5,45,0.435,0.5,39000,Region_C,0
2849,White,Male,4.3,67,0.557,0.5,58000,Region_C,0
2850,White,Male,6.5,63,0.354,6.4,83000,Region_C,1
2851,Black,Male,7.8,30,0.568,0.7,66000,Region_B,0
2852,White,Male,0.2,65,0.458,0.5,40000,Region_B,0
2853,White,Female,2.4,59,0.442,0.5,60000,Region_D,0
2854,Asian,Male,7.7,80,0.356,7.9,93000,Region_C,0
2855,White,Male,3.5,59,0.684,1.1,54000,Region_C,0
